 (((((max(min((min(((v3 % ((v4 + 251)/252))*252) + v2, (v4 + v2) + -252) + 251)/2, 991), 0) - ((max(min(min(((v3 % ((v4 + 251)/252))*252) + v2, (v4 + v2) + -252)/2, 991), 0)/31)*31))/31)/2)*2) == ((max(min((min(((v3 % ((v4 + 251)/252))*252) + v2, (v4 + v2) + -252) + 251)/2, 991), 0) - ((max(min(min(((v3 % ((v4 + 251)/252))*252) + v2, (v4 + v2) + -252)/2, 991), 0)/31)*31))/31));0
 (((max(min((v4*-12) + (min((((v2 + v3) + -1)/4)*4, ((((min(v2, 12) + v3)/4) + (v5*32))*4) + 106) - ((((min(v2, 12) + v3)/4) + (v5*32))*4)), -16), -28)/4)*4) == max(min((v4*-12) + (min((((v2 + v3) + -1)/4)*4, ((((min(v2, 12) + v3)/4) + (v5*32))*4) + 106) - ((((min(v2, 12) + v3)/4) + (v5*32))*4)), -16), -28));0
 (max(0, min(((max(min(min((v0*12) + 12, v1) + (v2/8), 250), 1) - max(min((v2/8) + (v0*12), 249), 0)) + -3)/4, (0 + ((v3/4) + 1)) - 1) + 1) <= 0);0
 (max((min((((v0 + v1) + 3)/2) - (v1/2), v2 + 1) + 1)/2, max(v3/2, -1) + 1) == max((min((((v0 + v1) + 3)/2) - (v1/2), v2 + 1) + 1)/2, max(v3/2, -1) + 1));1
 ((min(max((((v0 + v1) + 31)/32)*32, 1964), (min(v2*131, 391) + v3) + 59) - ((v2*131) + ((v4*69) + v3))) == (min(max((((v0 + v1) + 31)/32)*32, 1964), (min(v2*131, 391) + v3) + 59) - ((v2*131) + ((v4*69) + v3))));1
 (((v0*32) + (((v1 + v2)/2) + (min(v3*128, 124)/2))) == ((v0*32) + (((v1 + v2)/2) + (min(v3*128, 124)/2))));1
 (((min(v0, 31) + 20)/18) == ((min(v0, 31) + 20)/18));1
 (((((((uint1)1 && (v3 <= v3)) && ((v3 + 626) >= (v3 + 626))) && ((0 + min(max(v2*8, v1 + 63) + -60, v1)) <= v1)) && ((3 + min((max(v2*8, v1 + 63) + (((min(v1 - (v2*8), -63) + 63)/4)*4)) + -60, v1)) >= (v1 + 3))) && (0 <= 0)) && (2 >= 2));0
 ((max((((max(v0*16, 984)/8)*-8) + ((v0*16) + v1)) - (min(v0*16, 984) + v1), -984) + 1000) <= 1024);0
 (min((((v0*8) + ((min(((min(((max(min((v1 + v2)/63, 31), 0)*2) + v0)*4, (max(min(v3, 31), 0)*8) + 16) - (v0*4)) - (max(min((v1 + v2)/63, 31), 0)*8))*8, (v4*20) + -14)/4) + (max(min((v1 + v2)/63, 31), 0)*16)))*4) + 17, v5) == min((((v0*8) + ((min(((min(((max(min((v1 + v2)/63, 31), 0)*2) + v0)*4, (max(min(v3, 31), 0)*8) + 16) - (v0*4)) - (max(min((v1 + v2)/63, 31), 0)*8))*8, (v4*20) + -14)/4) + (max(min((v1 + v2)/63, 31), 0)*16)))*4) + 17, v5));1
 ((max(min(v0*8, 2004), 5) + (v1*16)) == (max(min(v0*8, 2004), 5) + (v1*16)));1
 (((((min((v0*-250) + v1, (v2*1000) + 250) + 2)/4)*4) + (v0*250)) == ((((min((v0*-250) + v1, (v2*1000) + 250) + 2)/4)*4) + (v0*250)));1
 (((((((uint1)1 && (((((v0*4) + v1) + v2) + -5) <= ((((v0*4) + v1) + v2) + -5))) && (((((v0*4) + v1) + v2) + -5) >= ((((v0*4) + v1) + v2) + -5))) && (0 <= 0)) && ((16 - 1) >= (16 - 1))) && (((v3*4) + 0) <= ((v3*4) + 0))) && (((v3*4) + 3) >= ((v3*4) + ((4 + 0) - 1))));1
 ((max(min(max(v0, -127) + 70, v1), 5) + ((v2/4)*4)) == (max(min(max(v0, -127) + 70, v1), 5) + ((v2/4)*4)));1
 (min(max(min(v0/2, 999), 5), max(min(v1, 998), -1) + 12) == min(max(min(v0/2, 999), 5), max(min(v1, 998), -1) + 12));1
 (((((((uint1)1 && (((min(v0*3, 14) + v1) + -1) <= ((min(v0*3, 14) + v1) + -1))) && (((min(v0*3, 14) + v1) + 3) >= ((min(v0*3, 14) + v1) + 3))) && (((0 + ((v2*4) + v3)) + -1) <= (((v2*4) + v3) + -1))) && (((3 + (((v2*4) + v3) + 4)) + -1) >= (((v2*4) + v3) + 4))) && ((min(v4*106, 210) + (min(v5*4, 102) + v6)) <= (min(v4*106, 210) + (min(v5*4, 102) + v6)))) && ((min(v4*106, 210) + (min(v5*4, 102) + v6)) >= (min(v4*106, 210) + (min(v5*4, 102) + v6))));1
 (((((((uint1)1 && (((((0*4) + (max(v0*500, -8) + ((min(v1, 4) + v2)/2))) + 0) + 4) <= (((0 + (((min(v1, 4) + v2)/2) + (v0*500))) + -1) + -3))) && (((((((min(v0*500, -8)/4) + 126)*4) + (max(v0*500, -8) + ((min(v1, 4) + v2)/2))) + 3) + 4) >= (((3 + ((((min(v1, 4) + v2)/2) + (v0*500)) + 508)) + 3) + -3))) && (((0 + (v3/2)) + -2) <= (-1 + ((v3/2) + -1)))) && (((1 + ((v3/2) + 70)) + -2) >= (3 + ((v3/2) + 67)))) && ((v4*3) <= (v4*3))) && ((min(v4*3, 85) + 2) >= (min(v4*3, 85) + 2)));0
 (((v0*4096) + v1) < ((v0*4096) + (v1 + 1)));1
 (((((v0*126) + v1) + v2) + -2) < ((((v0*126) + (v1 + 1)) + v2) + -2));1
 (((((((uint1)1 && ((((v0*1000) + v1) + v2) <= (((v0*1000) + v1) + v2))) && ((((v0*1000) + v1) + v2) >= (((v0*1000) + v1) + v2))) && ((((0*4) + ((v3*16) + v4)) + 0) <= ((v3*16) + v4))) && ((((0*4) + (((v3*16) + v4) + 12)) + 3) >= (((v3*16) + v4) + 15))) && (0 <= 0)) && (((8 + 0) - 1) >= ((8 + 0) - 1)));1
 ((((v0 + 19)/4) - (v1*8)) == (((v0 + 19)/4) - (v1*8)));1
 ((max((min(v0*4, 7) + (v1*4)) - ((v0 + v1)*4), (min(v0*4, 7) + ((v2 + v1)*4)) - (((v2 + v1) + v0)*4)) + 4) <= 1024);0
 (max(min(((v0/8) + (v1*32)) - min(((v2 + v0) + -1)/8, (min((min((v1*32) + 31, v3)/4)*4, (v1*32) + 28) + (v0/8)) + 3), v4 + 6), (v0/8) + ((v1*32) - (((v2 + v0) + -1)/8))) == max(min(((v0/8) + (v1*32)) - min(((v2 + v0) + -1)/8, (min((min((v1*32) + 31, v3)/4)*4, (v1*32) + 28) + (v0/8)) + 3), v4 + 6), (v0/8) + ((v1*32) - (((v2 + v0) + -1)/8))));1
 (((min(min((v0*-8) + ((15 - v1) - (((v2*2) + v3)*2)), 0)*4, 0)/4)*4) == min(min((v0*-8) + ((15 - v1) - (((v2*2) + v3)*2)), 0)*4, 0));1
 (((((((uint1)1 && ((((((v0*48) + v1) + -51) + 0) + 47) <= (((v0*48) + v1) + max(-51, -4)))) && ((((((v0*48) + v1) + 2) + 15) + 47) >= ((((v0*48) + 47) + v1) + 2))) && ((-4 + v2) <= (-4 + v2))) && ((((7 + -4) - 1) + v2) >= (((7 + -4) - 1) + v2))) && (0 <= 0)) && (0 >= 0));1
 (max(min(min(96 - ((v1*49)/2), (194 - (v1*49))/2), (0 + 25) - 1) + 1, min(max(max(0 - ((v1*49)/2), (0 - (v1*49))/2), 0), 25 + 0)) <= min(max(max(0 - ((v1*49)/2), (0 - (v1*49))/2), 0), 25 + 0));0
 (min(67 - (((v0*3) + v1)*4), ((((v2 + v3) + 63)/8) - ((((v0*3) + v1)*4) + v4)) + 1) == min(67 - (((v0*3) + v1)*4), ((((v2 + v3) + 63)/8) - ((((v0*3) + v1)*4) + v4)) + 1));1
 ((((v0*-112)/16)*16) == (v0*-112));1
 (((((((uint1)1 && (v0 <= v0)) && (v0 >= v0)) && (((((((v1*2) + 0)*4) + v2) + 0) + -4) <= ((v2 + (v1*8)) + -7))) && (((((((v1*2) + ((8 + 0) - 1))*4) + v2) + 3) + -4) >= ((v2 + ((v1*8) + 31)) + -7))) && (v3 <= v3)) && (v3 >= v3));0
 ((v0 + 1) < (min(max(v1/8, (v0 + 1) + 8), (v0 + 1) + 2) + -7));0
 (max(min(((v0*8) + v1)*16, 32009), min(max(min((v2 + v1)*16, 32010), 11), max(min(((v0*8) + v1)*16, 32009), 10) + (((v3 + 3)/4)*4)) - max(min(((v3 + 3)/4)*4, max(min((min((v0*8) + 8, v4) + v1)*16, 32010), 11) - max(min(((v0*8) + v1)*16, 32009), 10)), 1)) == max(min(((v0*8) + v1)*16, 32009), min(max(min((v2 + v1)*16, 32010), 11), max(min(((v0*8) + v1)*16, 32009), 10) + (((v3 + 3)/4)*4)) - max(min(((v3 + 3)/4)*4, max(min((min((v0*8) + 8, v4) + v1)*16, 32010), 11) - max(min(((v0*8) + v1)*16, 32009), 10)), 1)));1
 (((v0*132) + (((v1/8)*8) + (v2*260))) == ((v0*132) + (((v1/8)*8) + (v2*260))));1
 (((((max(min((min(v3*125, v4 + -125) + (v2 + 123))/4, 499), 0)*4) + (min(max(min((min(v3*125, v4 + -125) + v2)/4, 499), 0)*4, (max(min((min(v3*125, v4 + -125) + (v2 + -1))/4, 499), 0)*4) + 10)*-1))/4)*4) == ((max(min((min(v3*125, v4 + -125) + (v2 + 123))/4, 499), 0)*4) + (min(max(min((min(v3*125, v4 + -125) + v2)/4, 499), 0)*4, (max(min((min(v3*125, v4 + -125) + (v2 + -1))/4, 499), 0)*4) + 10)*-1)));0
 (min(((((v0/125)*16) + v1)*8) + -41, v2) == min(((((v0/125)*16) + v1)*8) + -41, v2));1
 ((min(max(v0, 2)*8, 31) + -33) == (((min(max(v0, 2)*8, 31) + -33) + (37 - min(max(v0, 2)*8, 31))) - 1));0
 (min(62 - (v0*16), (max(min(v1 + v2, 2000), 1) - ((v0*16) + v3)) + 2) == min(62 - (v0*16), (max(min(v1 + v2, 2000), 1) - ((v0*16) + v3)) + 2));1
 (min((v0*2) + v1, (v2*8) + 6) == min((v0*2) + v1, (v2*8) + 6));1
 ((max(v0 - v1, (v1 - v0) + 670) + -669) >= 0);0
 ((((((v0 + v1) % 125) + 124)/125) + ((v0 + v1)/125)) == (((((v0 + v1) % 125) + 124)/125) + ((v0 + v1)/125)));1
 (((((v0*8) + v1) + v2) + -6) < ((((v0*8) + v1) + (v2 + 1)) + -9));0
 (((v0*13) + (v1*19)) == ((v0*13) + (v1*19)));1
 (((min(v0*128, 124)/4) + ((v1 + v2)/4)) == ((min(v0*128, 124)/4) + ((v1 + v2)/4)));1
 (((((((uint1)1 && ((0 + ((v0*12) + v1)) <= (((((v0*3) + 0)*4) + v1) + 0))) && ((3 + (((v0*12) + v1) + 8)) >= (((((v0*3) + ((3 + 0) - 1))*4) + v1) + 3))) && ((((min(v2*32, 93) + v3)/4) + ((v4*2) + v5)) <= (((min(v2*32, 93) + (((v4*2) + v5)*4)) + v3)/4))) && (((((min(v2*32, 93) + v3) + 3)/4) + ((v4*2) + v5)) >= (((min(v2*32, 93) + ((((v4*2) + v5)*4) + 3)) + v3)/4))) && (v6 <= v6)) && (v6 >= v6));1
 (((((v0 + v1) + 7)/2) - (((v0 + v1)/2) + (v2*4))) == ((((v0 + v1) + 7)/2) - (((v0 + v1)/2) + (v2*4))));1
 (((v0/8) + (min((v1*-32) + v2, 3) + ((min((v1*32) + 31, v2)/8)*8))) == ((v0/8) + (min((v1*-32) + v2, 3) + ((min((v1*32) + 31, v2)/8)*8))));1
 (max(min(min((((((v3 + v4) + -476)/8) - (max(min(v2/63, 31), 0)*8)) + 27)/60, (min((max(min(((v1 + v2) + -1)/63, 31), 0) - max(min(v2/63, 31), 0))*8, ((((v3 + v4) + 1)/8) - (max(min(v2/63, 31), 0)*8)) + 54) + -27)/60), (0 + (((v5*8) + 92)/60)) - 1) + 1, min(max(((((v4 + 9)/8) - (max(min(v2/63, 31), 0)*8)) + 86)/60, 0), (((v5*8) + 92)/60) + 0)) <= min(max(((((v4 + 9)/8) - (max(min(v2/63, 31), 0)*8)) + 86)/60, 0), (((v5*8) + 92)/60) + 0));0
 (max(min(min(min(((v5 + 14)/4) - (v6*126), (((v2 + v3) - ((v6*504) + v4)) + 7)/4), ((min((v4 + v5) + 4, v2 + v3) - ((v6*504) + v4)) + 10)/4), (0 + ((min(v7 - (v6*504), 498) + 21)/4)) - 1) + 1, min(max(((v3 - ((v6*504) + v4)) + 14)/4, 0), ((min(v7 - (v6*504), 498) + 21)/4) + 0)) <= min(max(((v3 - ((v6*504) + v4)) + 14)/4, 0), ((min(v7 - (v6*504), 498) + 21)/4) + 0));0
 (((((max(min(((v0 + v1) + -1)/63, 31), 0) - max(min(v1/63, 31), 0))*64) + 281)/20) == ((((max(min(((v0 + v1) + -1)/63, 31), 0) - max(min(v1/63, 31), 0))*64) + 281)/20));1
 (max(min(max(v0*8, 9), ((v0*8) + v1) + 16), min((v0*8) + v1, 243) + 16) == max(min(max(v0*8, 9), ((v0*8) + v1) + 16), min((v0*8) + v1, 243) + 16));1
 (((((v0 + -19) + (v1*20)) + v2) + 19) == ((((v0 + -19) + (v1*20)) + v2) + 19));1
 (((((((uint1)1 && ((0 + v0) <= v0)) && ((((2 + 0) - 1) + v0) >= (v0 + 1))) && ((0 + ((v1*8) + 1)) <= ((v1*8) + 1))) && ((3 + ((v1*8) + 29)) >= ((v1*8) + 32))) && (v2 <= v2)) && (v2 >= v2));1
 (max(min(min(min(min(min(min(min(min(min(min(min(min(min(min(min(min(min(((max(min(((v2 + v3) + 255)/32, 62), 0) - v4)/4) + 2, (((v6 + v5) - (v4*32)) + 215)/128), (((v6 + v5) - (v4*32)) + 215)/128), (((v6 + v5) - (v4*32)) + 216)/128), (((v6 + v5) - (v4*32)) + 216)/128), (((v6 + v5) - (v4*32)) + 217)/128), (((v6 + v5) - (v4*32)) + 217)/128), (((v6 + v5) - (v4*32)) + 218)/128), (((v6 + v5) - (v4*32)) + 218)/128), (((v6 + v5) - (v4*32)) + 219)/128), (((v6 + v5) - (v4*32)) + 219)/128), (((v6 + v5) - (v4*32)) + 220)/128), (((v6 + v5) - (v4*32)) + 220)/128), (((v6 + v5) - (v4*32)) + 221)/128), (((v6 + v5) - (v4*32)) + 221)/128), (((v6 + v5) - (v4*32)) + 222)/128), (((v6 + v5) - (v4*32)) + 222)/128), (0 + 7) - 1) + 1, min(max(max(max(max(max(max(max(max(max(max(max(max(max(max(max(max(((v5 - (v4*32)) + 343)/128, ((v5 - (v4*32)) + 343)/128), ((v5 - (v4*32)) + 344)/128), ((v5 - (v4*32)) + 344)/128), ((v5 - (v4*32)) + 345)/128), ((v5 - (v4*32)) + 345)/128), ((v5 - (v4*32)) + 346)/128), ((v5 - (v4*32)) + 346)/128), ((v5 - (v4*32)) + 347)/128), ((v5 - (v4*32)) + 347)/128), ((v5 - (v4*32)) + 348)/128), ((v5 - (v4*32)) + 348)/128), ((v5 - (v4*32)) + 349)/128), ((v5 - (v4*32)) + 349)/128), ((v5 - (v4*32)) + 350)/128), ((v5 - (v4*32)) + 350)/128), 0), 7 + 0)) <= min(max(max(max(max(max(max(max(max(max(max(max(max(max(max(max(max(((v5 - (v4*32)) + 343)/128, ((v5 - (v4*32)) + 343)/128), ((v5 - (v4*32)) + 344)/128), ((v5 - (v4*32)) + 344)/128), ((v5 - (v4*32)) + 345)/128), ((v5 - (v4*32)) + 345)/128), ((v5 - (v4*32)) + 346)/128), ((v5 - (v4*32)) + 346)/128), ((v5 - (v4*32)) + 347)/128), ((v5 - (v4*32)) + 347)/128), ((v5 - (v4*32)) + 348)/128), ((v5 - (v4*32)) + 348)/128), ((v5 - (v4*32)) + 349)/128), ((v5 - (v4*32)) + 349)/128), ((v5 - (v4*32)) + 350)/128), ((v5 - (v4*32)) + 350)/128), 0), 7 + 0));0
 (((((((uint1)1 && ((0 + ((v0*4) + v1)) <= (0 + ((v0*4) + v1)))) && ((3 + ((v0*4) + v1)) >= (((4 + 0) - 1) + ((v0*4) + v1)))) && ((v2 + v3) <= (v2 + v3))) && ((v2 + v3) >= (v2 + v3))) && (((v4*7) + v5) <= ((v4*7) + v5))) && (((v4*7) + v5) >= ((v4*7) + v5)));1
 (max(-1240 - (v0*32), (v0*32) + 163) >= 0);0
 (((v0*8) + -55) == ((((v0*8) + -55) + 123) - 1));0
 (((((((uint1)1 && ((v0 + -36) <= (((0 + v0) + 0) + -36))) && ((v0 + -30) >= (((((5 + 0) - 1) + v0) + ((3 + 0) - 1)) + -36))) && (0 <= 0)) && ((4 - 1) >= (4 - 1))) && (((v1*4) + 0) <= ((v1*4) + 0))) && (((v1*4) + 3) >= ((v1*4) + ((4 + 0) - 1))));1
 ((((max(min((v1*-126) + v2, 114), -12) + (v1*126))/2)*2) == (max(min((v1*-126) + v2, 114), -12) + (v1*126)));0
 (((max(max(min(v0, 1004), 5)*8, 99)/4) + (v1*4)) == ((max(max(min(v0, 1004), 5)*8, 99)/4) + (v1*4)));1
 (((v0*32) + 135) == ((((v0*32) + 135) + 2) - 1));0
 (((((v0 + v1) + 62)/63) - ((v2*2) + v3)) == ((((v0 + v1) + 62)/63) - ((v2*2) + v3)));1
 ((max(min(v0*8, 2044), 45) + (v1*504)) == (max(min(v0*8, 2044), 45) + (v1*504)));1
 ((max(min(v0, 2004), 5) + min(v1*4, v2 + 7)) == (max(min(v0, 2004), 5) + min(v1*4, v2 + 7)));1
 (((((((uint1)1 && ((((((v0*4) + v1) + -4) + 0) + 3) <= ((((v0*4) + v1) + 0) + max(-4, -1)))) && ((((((v0*4) + v1) + 3) + 3) + 3) >= ((((v0*4) + v1) + ((4 + 0) - 1)) + 3))) && ((((v2 + v3) + v4) % 8) <= (((v2 + v3) + v4) % 8))) && ((((v2 + v3) + v4) % 8) >= (((v2 + v3) + v4) % 8))) && (v5 <= v5)) && (v5 >= v5));1
 ((((min((v2*32) + 16, v1) + (min(v2*32, v1 + 16)*-1))/4)*4) == (min((v2*32) + 16, v1) + (min(v2*32, v1 + 16)*-1)));0
 (max(v0*2, ((min(((v1/2) + (((min((v2*-63) + v3, 62)/2)*2) + (v2*63))) + 1, v4)*2) + v5) + 14) == max(v0*2, ((min(((v1/2) + (((min((v2*-63) + v3, 62)/2)*2) + (v2*63))) + 1, v4)*2) + v5) + 14));1
 (((((((uint1)1 && (((((min(v0, 4) + v1)/4) + (v2*8)) + 5) <= (-2 + ((((min(v0, 4) + v1)/4) + (v2*8)) + -1)))) && (((((min(v0, 4) + v1)/4) + (v2*8)) + 12) >= (6 + ((((min(v0, 4) + v1)/4) + (v2*8)) + 6)))) && (((((0*4) + v3) + 0) + -4) <= ((((0*4) + v3) + 0) + -4))) && (((((18*4) + v3) + 3) + -4) >= ((((18*4) + v3) + 3) + -4))) && (0 <= 0)) && (44 >= 44));0
 ((max(min(v0/8, 252), 3) + (v1*4)) == (max(min(v0/8, 252), 3) + (v1*4)));1
 (min(max(min(((min(v0*252, 748) + (v1 + v2)) + 257)/2, 999), 0), (min(v3*36, 32) + v4) + 34) == min(max(min(((min(v0*252, 748) + (v1 + v2)) + 257)/2, 999), 0), (min(v3*36, 32) + v4) + 34));1
 (min(max(min(v0, 2011), 12) + (v1*16), max(min(v0, 1996), -3) + 8) == min(max(min(v0, 2011), 12) + (v1*16), max(min(v0, 1996), -3) + 8));1
 (min((v0/63)*32, (v1*4) + 75) == min((v0/63)*32, (v1*4) + 75));1
 (((v0 + 1205)/250) != 0);0
 ((((min(v0*64, 63) + (v1*4)) + v2) + 3) < ((min(v0*64, 63) + ((v1 + 1)*4)) + v2));1
 (min(62 - (((v0*8) + v1)*2), ((((v2 + v3) + 5)/2) - ((((v0*8) + v1)*2) + v4)) + 2) == min(62 - (((v0*8) + v1)*2), ((((v2 + v3) + 5)/2) - ((((v0*8) + v1)*2) + v4)) + 2));1
 ((v0 - (((v1 + v2) + 372)/16)) == (v0 - (((v1 + v2) + 372)/16)));1
 (((min((max(min((min(v3*125, v4 + -125) + v2)/2, 936), -63) - (max(((max(min((min(v3*125, v4 + -125) + v2)/2, 936), -63) + (max(min((min(v3*125, v4 + -125) + v2)/2, 999), 0)*-1)) + 28)/32, -1)*32)) - max(min((min(v3*125, v4 + -125) + v2)/2, 999), 0), -32)/2)*2) == min((max(min((min(v3*125, v4 + -125) + v2)/2, 936), -63) - (max(((max(min((min(v3*125, v4 + -125) + v2)/2, 936), -63) + (max(min((min(v3*125, v4 + -125) + v2)/2, 999), 0)*-1)) + 28)/32, -1)*32)) - max(min((min(v3*125, v4 + -125) + v2)/2, 999), 0), -32));0
 ((((v0 + 510)/16) + (((v1 + 3)/34)*34)) == (((v0 + 510)/16) + (((v1 + 3)/34)*34)));1
 ((max(min(min(((v0*128) + v1) + 116, v2), 133), 6) - (v3*4)) == (max(min(min(((v0*128) + v1) + 116, v2), 133), 6) - (v3*4)));1
 (((min(max(v0, 0) - (v1*40), ((v2*80) + v3) + 39)*-2) + ((((v2*80) + v3)*2) + v4)) == ((min(max(v0, 0) - (v1*40), ((v2*80) + v3) + 39)*-2) + ((((v2*80) + v3)*2) + v4)));1
 (min(max(((v0 - (max(min(v1/63, 31), 0)*64)) + 252)/240, 0), ((v2*64) + 401)/240) == min(max(((v0 - (max(min(v1/63, 31), 0)*64)) + 252)/240, 0), ((v2*64) + 401)/240));1
 (min(v0*8, (((v1*8) + v2)*8) + 51) == min(v0*8, (((v1*8) + v2)*8) + 51));1
 (min((v0*24) + v1, min(v2, 270) + -21) == min((v0*24) + v1, min(v2, 270) + -21));1
 (max(min(max(((v0 - v1) + 9)/4, 0), (v2/4) + 5), (min((v3 + v0) - v1, v2 + 11) + 6)/4) == max(min(max(((v0 - v1) + 9)/4, 0), (v2/4) + 5), (min((v3 + v0) - v1, v2 + 11) + 6)/4));1
 (((((((uint1)1 && (((((v2*8) + v3)*8) + v4) <= ((((v2*8) + v3)*8) + v4))) && ((((((v2*8) + v3)*8) + v4) + 7) >= (((((v2*8) + v3)*8) + v4) + 7))) && ((0 + (v1/500)) <= (v1/500))) && ((3 + ((v1/500) + ((((((v0 + v1) + 499)/500) - (v1/500))/4)*4))) >= (((v0 + v1) + 499)/500))) && (v5 <= v5)) && (((v6 + v5) + -1) >= ((v6 + v5) - 1)));0
 (max(min(min(((min(v1 + v2, max(min(v3, 1875), -124) + 132) - max(min(v3, 1999), 0)) + 1)/28, ((max(min((v4*125) + v5, min(v6 + v5, 2000) + -125), -124) - max(min((v4*125) + v5, min(v6 + v5, 2124) + -125), 0)) + 109)/28), (0 + ((v7 + 164)/28)) - 1) + 1, min(max(((v2 - max(min(v3, 1999), 0)) + 29)/28, 0), ((v7 + 164)/28) + 0)) <= min(max(((v2 - max(min(v3, 1999), 0)) + 29)/28, 0), ((v7 + 164)/28) + 0));0
 (((((((uint1)1 && ((((0*4) + v0) + 0) <= (((0*4) + 0) + v0))) && ((((7*4) + v0) + 3) >= (((7*4) + ((4 + 0) - 1)) + v0))) && (((min(v1*3, 122) + v2) + v3) <= ((min(v1*3, 122) + v2) + v3))) && (((min(v1*3, 122) + v2) + v3) >= ((min(v1*3, 122) + v2) + v3))) && (v4 <= v4)) && (v4 >= v4));1
 (((((((v0 + v1) + 62)/63)*64) - (v2*1068)) - ((v1/63)*64)) == ((((((v0 + v1) + 62)/63)*64) - (v2*1068)) - ((v1/63)*64)));1
 (((((((uint1)1 && (((0 + (max(v0*16, -3) + v1)) + 2) <= ((0 + ((v0*16) + v1)) + -1))) && (((3 + ((((min(v0*16, -3) + 18)/4)*4) + (max(v0*16, -3) + v1))) + 2) >= ((3 + (((v0*16) + v1) + 12)) + 2))) && (((v2*8) + -1) <= ((v2*8) + -1))) && (((v2*8) + 2) >= ((v2*8) + 2))) && (0 <= 0)) && (2 >= 2));0
 (((v0*252) + (min((v1*1008) + 999, v2) + v3)) == ((v0*252) + (min((v1*1008) + 999, v2) + v3)));1
 (((((v0 % ((v1 + 5)/4))*4)/2)*2) == ((v0 % ((v1 + 5)/4))*4));1
 (((((((uint1)1 && ((0 + (((v0*16) + v1) + -3)) <= (-3 + ((v0*16) + v1)))) && ((3 + (((v0*16) + v1) + 20)) >= (((12 + -3) - 1) + (((v0*16) + v1) + 15)))) && ((((v2*1000) + v3) + ((v4*8) + v5)) <= (((v2*1000) + v3) + ((v4*8) + v5)))) && ((((v2*1000) + v3) + ((v4*8) + v5)) >= (((v2*1000) + v3) + ((v4*8) + v5)))) && (v6 <= v6)) && (v6 >= v6));1
