 (((((max(min((((v0 + v1) + 124)/125)*16, 204), -45) - max(min((v1/125)*16, 286), 37))*4) + 579)/250) == ((((max(min((((v0 + v1) + 124)/125)*16, 204), -45) - max(min((v1/125)*16, 286), 37))*4) + 579)/250));1;228
 (((v0*17) + ((v1/63)*8)) == ((v0*17) + ((v1/63)*8)));1;76
 (((((((uint1)1 && ((((v0*8) + v1) + 0) <= (((v0*8) + v1) + 0))) && ((((v0*8) + v1) + 7) >= (((v0*8) + v1) + ((8 + 0) - 1)))) && (0 <= 0)) && (0 >= 0)) && (0 <= 0)) && (((7 + 0) - 1) >= ((7 + 0) - 1)));1;141
 (0 == ((0 + (34 - max(v0*4, 30))) - 1));0;51
 (((max(v0 + v1, 1995) - min(v1, 3)) + 509) >= 0);1;40
 ((((v0 + v1)/2) + (v2*24)) == (((v0 + v1)/2) + (v2*24)));1;61
 ((((min((v0/65)*64, 4) + -6)/32) - min((min((v0/65)*64, 4) + 346)/32, ((max(min((v0/65)*64, 4) + v1, 1975) + 40)/32) - (v2*12))) == (((min((v0/65)*64, 4) + -6)/32) - min((min((v0/65)*64, 4) + 346)/32, ((max(min((v0/65)*64, 4) + v1, 1975) + 40)/32) - (v2*12))));1;124
 (((((((v0 + v1) + 87)/8) - (v1/8)) + 44)/34) == ((((((v0 + v1) + 87)/8) - (v1/8)) + 44)/34));1;69
 ((max(min(v0/8, 249), 0) + (v1*12)) == (max(min(v0/8, 249), 0) + (v1*12)));1;42
 (min(((v0*-32) + v1) + 18, v2) == min(((v0*-32) + v1) + 18, v2));1;31
 (((max(min((v0/63)*8, 285), 36)*8) + (v1*42)) == ((max(min((v0/63)*8, 285), 36)*8) + (v1*42)));1;62
 (((v0*1004) + (max(min((v1/63)*8, 285), 36)*8)) == ((v0*1004) + (max(min((v1/63)*8, 285), 36)*8)));1;108
 (max(2100 - max(((v0*2) + v1)*4, 2097), 97 - max(min(((v0*2) + v1)*4, 98), 94)) == max(2100 - max(((v0*2) + v1)*4, 2097), 97 - max(min(((v0*2) + v1)*4, 98), 94)));1;114
 (((min((min((v3*504) + (((v2/2) + (max(v4/504, -1)*504)) + 754), ((v1 + v2) + 501)/2)*-1) + (((v1 + v2) + 485)/2), 496)/8)*8) == min((min((v3*504) + (((v2/2) + (max(v4/504, -1)*504)) + 754), ((v1 + v2) + 501)/2)*-1) + (((v1 + v2) + 485)/2), 496));0;1938
 (min(max(min(v0 + v1, 1872), -127) + 127, v2) == min(max(min(v0 + v1, 1872), -127) + 127, v2));1;60
 (min(((((v0 + v1) + 314)/63) - (v1/63))*2, (v2*2) + 1) == min(((((v0 + v1) + 314)/63) - (v1/63))*2, (v2*2) + 1));1;100
 (((v0 - (((v1 + v2) + 15)/4)) + v3) == ((v0 - (((v1 + v2) + 15)/4)) + v3));1;58
 (min(((v0 + v1) + 15)/8, v2 + 11) == min(((v0 + v1) + 15)/8, v2 + 11));1;51
 (min(v0*125, v1 + -125) == min(v0*125, v1 + -125));1;2031
 (((max(v0, 249)*8) - ((v1*267) + v2)) == ((max(v0, 249)*8) - ((v1*267) + v2)));1;41
 ((((min(v0/8, 0)/16)*16) + -10) == (((((min(v0/8, 0)/16)*16) + -10) + ((v1*16) + 39)) - 1));0;142
 (max((v0 + 5)/253, 0) >= ((max((v0 + 5)/253, 0) + max(((v0 + 257)/253) - max((v0 + 5)/253, 0), 0)) - 1));0;683
 ((min((((v0/63)*2) + v1)*4, ((((v2 + v0) + 62)/63)*8) + 4) - (((((v0/63)*2) + v3) + v1)*4)) == (min((((v0/63)*2) + v1)*4, ((((v2 + v0) + 62)/63)*8) + 4) - (((((v0/63)*2) + v3) + v1)*4)));1;109
 (min((v0*8) + 12, v1) == min((v0*8) + 12, v1));1;55
 (0 == ((0 + ((((v0 + v1) % 2) + 251)/4)) - 1));0;61
 (min((v0*128) + ((v1/2) + (((min(((((v2 + v1) + 5)/2) - (v0*128)) - (v1/2), (v3*504) + 119) + 95)/72)*72)), v4 + 24) == min((v0*128) + ((v1/2) + (((min(((((v2 + v1) + 5)/2) - (v0*128)) - (v1/2), (v3*504) + 119) + 95)/72)*72)), v4 + 24));1;165
 (((((v0 + v1) + 3)/4) - ((v2*63) + v3)) == ((((v0 + v1) + 3)/4) - ((v2*63) + v3)));1;44
 (min(max(min(v0, 1999), 0), max(min(v0, 1984), -15) + 15) == min(max(min(v0, 1999), 0), max(min(v0, 1984), -15) + 15));1;85
 (((min(max(min((v3*64) + ((v2/8) + 63), min(((v1 + v2) + 7)/8, 249)), 0) - max(min((v3*64) + (v2/8), 249), 0), 30)/3)*3) == min(max(min((v3*64) + ((v2/8) + 63), min(((v1 + v2) + 7)/8, 249)), 0) - max(min((v3*64) + (v2/8), 249), 0), 30));0;2321
 (((((((v0 + v1) + 5)/2) - (v1/2)) + 65)/63) == ((((((v0 + v1) + 5)/2) - (v1/2)) + 65)/63));1;85
 ((max(min((v0/500)*8, 36), 5) + ((v1/5)*11)) == (max(min((v0/500)*8, 36), 5) + ((v1/5)*11)));1;93
 (((v0 + 6)/252) == ((((v0 + 6)/252) + ((((v0 + 6) % 252) + 255)/252)) - 1));0;779
 (((v0*132) + ((v1/63)*8)) == ((v0*132) + ((v1/63)*8)));1;28
 ((((v0 - v1)/4) + 10) != 0);0;391
 (min(((v0*116) + v1) + 104, v2) == min(((v0*116) + v1) + 104, v2));1;46
 (((v0*8) + (((min(((v1 + v2) + -1)/65, min((v3*2) + ((v2/65) + (v0*4)), ((v2/65) + (min(min((v0*4) + 3, v4)/4, v0)*4)) + 2) + 1) + (v3*-2))*-2) + (((v2/65)*2) + v5))) == ((v0*8) + (((min(((v1 + v2) + -1)/65, min((v3*2) + ((v2/65) + (v0*4)), ((v2/65) + (min(min((v0*4) + 3, v4)/4, v0)*4)) + 2) + 1) + (v3*-2))*-2) + (((v2/65)*2) + v5))));1;157
 ((max(min(((v0 + v1) + -1)/8, ((v1/8) + (v2*4)) + 3), 0) - min((v1/8) + (v2*4), 249)) == (max(min(((v0 + v1) + -1)/8, ((v1/8) + (v2*4)) + 3), 0) - min((v1/8) + (v2*4), 249)));1;88
 (min(((v0*-32) + v1) + 18, v2) == min(((v0*-32) + v1) + 18, v2));1;46
 (max(min((v0 + 69)/64, v1), (v0 + 1)/64) == max(min((v0 + 69)/64, v1), (v0 + 1)/64));1;51
 ((((min((v2*1088) + (min(v1, 0)*8), (min((v2*136) + min(v1, 0), v3 + 12)*8) + 4)*-1)/4)*4) == (min((v2*1088) + (min(v1, 0)*8), (min((v2*136) + min(v1, 0), v3 + 12)*8) + 4)*-1));0;1736
 (((((v0*4) + v1)*2) + -2) >= ((((((v0*4) + v1)*2) + -2) + 2) - 1));0;71
 (((max(v0, 233)*2) + -705) == ((((max(v0, 233)*2) + -705) + (708 - (max(v0, 233)*2))) - 1));0;106
 (((v0 + 11)/3) != 0);0;378
 (min((v0*8) + 441, v1) == min((v0*8) + 441, v1));1;41
 (((((v0 - v1)*4) + 762)/707) != 0);0;551
 (min((v0*668) + v1, min(v2 + v1, 2668) + -668) == min((v0*668) + v1, min(v2 + v1, 2668) + -668));1;43
 (((v0/2) + (((min((v1*128) + 127, v2) + -2)/4)*4)) == ((v0/2) + (((min((v1*128) + 127, v2) + -2)/4)*4)));1;88
 (min(500 - (((v0*16) + v1)*4), v2 - (((v3*125) + ((v0*16) + v1))*4)) == min(500 - (((v0*16) + v1)*4), v2 - (((v3*125) + ((v0*16) + v1))*4)));1;93
 ((((((((v0 + v1) + 15)/16) - ((v1 + -2)/16))*2) + 69)/65) == (((((((v0 + v1) + 15)/16) - ((v1 + -2)/16))*2) + 69)/65));1;68
 (min((v0*156) + (min(v1*8, 148) + ((v2/250)*32)), ((((v3 + v2) + 249)/250)*32) + 46) == min((v0*156) + (min(v1*8, 148) + ((v2/250)*32)), ((((v3 + v2) + 249)/250)*32) + 46));1;93
 (min(max(v0 + v1, -8) + 17, v2) == min(max(v0 + v1, -8) + 17, v2));1;77
 (((v0 + 253)/251) == ((v0 + 253)/251));1;43
 ((((((max(min(v0 + v1, 1996), -3) + 11)/4) - ((max(min(v1, 2000), 1) + -5)/4))/63) + 1) == (((((max(min(v0 + v1, 1996), -3) + 11)/4) - ((max(min(v1, 2000), 1) + -5)/4))/63) + 1));1;142
 ((((v0 + -102)/4) + (v1*4)) == (((v0 + -102)/4) + (v1*4)));1;65
 (((((uint64(uint8((uint1)0))*uint64((uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])) == uint64((uint8((uint1)0)*(uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))]))) && ((uint64(uint8((uint1)0))*uint64((uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])) == uint64((uint8((uint1)0)*(uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])))) && ((uint64(uint8((uint1)1))*uint64((uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])) == uint64((uint8((uint1)1)*(uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])))) && ((uint64(uint8((uint1)1))*uint64((uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))])) == uint64((uint8((uint1)1)*(uint8)uint8_weights[((v0*v1) + (((((v2*3) + v3) + -5)*v4) + ((v5*v6) + ((v7*16) + v8)))) - ((v9*v1) + ((v10*v4) + ((v11*v6) + v12)))]))));1;203
 (min(((v0 + v1) + -1021)/2, v2 + -7) == min(((v0 + v1) + -1021)/2, v2 + -7));1;37
 (min(((v0 + v1) + 127)/32, ((v1/32) + (v2*16)) + 8) == min(((v0 + v1) + 127)/32, ((v1/32) + (v2*16)) + 8));1;55
 (((max(v0, 0) - v1) + 7) != 0);0;421
 (min(max(((v0 - v1) + 33)/2, 0), (min((((((v2 + v3) + 43)/4)*4) - (v4*130)) - ((v3/4)*4), 94)/2) + 18) == min(max(((v0 - v1) + 33)/2, 0), (min((((((v2 + v3) + 43)/4)*4) - (v4*130)) - ((v3/4)*4), 94)/2) + 18));1;110
 (((v0*4) + ((v1/32) + (v2*4))) == ((v0*4) + ((v1/32) + (v2*4))));1;53
 ((((v0 - (v1*16)) - (v2*8)) - max(min((v3 + v4)/2, 968), -31)) == (((v0 - (v1*16)) - (v2*8)) - max(min((v3 + v4)/2, 968), -31)));1;95
 (min((v0*2) + v1, v2 + 4) == min((v0*2) + v1, v2 + 4));1;50
