ID,Expression,HalideResult,HalideTime
62,( >= ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 32 ) 0 ) ( - ( + ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 32 ) 0 ) ( + ( - ( max ( / ( - ( max v0 0 ) v1 ) 32 ) -1 ) ( max ( / ( + ( - ( max v0 0 ) v1 ) 1 ) 32 ) 0 ) ) 1 ) ) 1 ) ),0,2828
65,( >= ( - v0 5 ) ( - ( + ( - v0 5 ) 15 ) 1 ) ),0,33
68,( >= ( max ( - -1012 ( * v0 8 ) ) ( + ( * v0 8 ) 7 ) ) 0 ),0,315
85,( == 0 ( - ( + 0 ( - 34 ( max ( * v0 4 ) 30 ) ) ) 1 ) ),0,51
95,( == ( * ( / ( min ( + ( * ( min ( + ( * v3 504 ) ( + ( + ( / v2 2 ) ( * ( max ( / v4 504 ) -1 ) 504 ) ) 754 ) ) ( / ( + ( + v1 v2 ) 501 ) 2 ) ) -1 ) ( / ( + ( + v1 v2 ) 485 ) 2 ) ) 496 ) 8 ) 8 ) ( min ( + ( * ( min ( + ( * v3 504 ) ( + ( + ( / v2 2 ) ( * ( max ( / v4 504 ) -1 ) 504 ) ) 754 ) ) ( / ( + ( + v1 v2 ) 501 ) 2 ) ) -1 ) ( / ( + ( + v1 v2 ) 485 ) 2 ) ) 496 ) ),0,1938
102,( == ( - ( * ( / ( min ( / v0 8 ) 0 ) 16 ) 16 ) 10 ) ( - ( + ( - ( * ( / ( min ( / v0 8 ) 0 ) 16 ) 16 ) 10 ) ( + ( * v1 16 ) 39 ) ) 1 ) ),0,142
103,( >= ( max ( / ( + v0 5 ) 253 ) 0 ) ( - ( + ( max ( / ( + v0 5 ) 253 ) 0 ) ( max ( - ( / ( + v0 257 ) 253 ) ( max ( / ( + v0 5 ) 253 ) 0 ) ) 0 ) ) 1 ) ),0,683
106,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 2 ) 251 ) 4 ) ) 1 ) ),0,61
110,( == ( * ( / ( min ( - ( max ( min ( + ( * v3 64 ) ( + ( / v2 8 ) 63 ) ) ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) ) 0 ) ( max ( min ( + ( * v3 64 ) ( / v2 8 ) ) 249 ) 0 ) ) 30 ) 3 ) 3 ) ( min ( - ( max ( min ( + ( * v3 64 ) ( + ( / v2 8 ) 63 ) ) ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) ) 0 ) ( max ( min ( + ( * v3 64 ) ( / v2 8 ) ) 249 ) 0 ) ) 30 ) ),0,2321
113,( == ( / ( + v0 6 ) 252 ) ( - ( + ( / ( + v0 6 ) 252 ) ( / ( + ( % ( + v0 6 ) 252 ) 255 ) 252 ) ) 1 ) ),0,779
115,( != ( + ( / ( - v0 v1 ) 4 ) 10 ) 0 ),0,391
121,( == ( * ( / ( * ( min ( + ( * v2 1088 ) ( * ( min v1 0 ) 8 ) ) ( + ( * ( min ( + ( * v2 136 ) ( min v1 0 ) ) ( + v3 12 ) ) 8 ) 4 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * v2 1088 ) ( * ( min v1 0 ) 8 ) ) ( + ( * ( min ( + ( * v2 136 ) ( min v1 0 ) ) ( + v3 12 ) ) 8 ) 4 ) ) -1 ) ),0,1736
122,( >= ( - ( * ( + ( * v0 4 ) v1 ) 2 ) 2 ) ( - ( + ( - ( * ( + ( * v0 4 ) v1 ) 2 ) 2 ) 2 ) 1 ) ),0,71
123,( == ( - ( * ( max v0 233 ) 2 ) 705 ) ( - ( + ( - ( * ( max v0 233 ) 2 ) 705 ) ( - 708 ( * ( max v0 233 ) 2 ) ) ) 1 ) ),0,106
124,( != ( / ( + v0 11 ) 3 ) 0 ),0,378
126,( != ( / ( + ( * ( - v0 v1 ) 4 ) 762 ) 707 ) 0 ),0,551
138,( != ( + ( - ( max v0 0 ) v1 ) 7 ) 0 ),0,421
147,( >= ( - ( + ( * v0 32 ) ( + v1 v2 ) ) 1 ) ( - ( + ( - ( + ( * v0 32 ) ( + v1 v2 ) ) 1 ) 37 ) 1 ) ),0,708
153,( <= ( max ( + ( min ( min ( min ( / ( - ( - ( + v2 v3 ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 3 ) 4 ) ( / ( + ( - ( max ( min ( * ( / ( + v1 255 ) 4 ) 4 ) 1995 ) -4 ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 2 ) 4 ) ) ( / ( - ( min ( + ( max ( min ( * ( / ( + v1 255 ) 4 ) 4 ) 1995 ) -4 ) 2 ) ( + v2 v3 ) ) ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) ) ( - ( + 0 ( / ( + v4 9 ) 4 ) ) 1 ) ) 1 ) ( min ( max ( + ( / ( - v3 ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) 1 ) 0 ) ( + ( / ( + v4 9 ) 4 ) 0 ) ) ) ( min ( max ( + ( / ( - v3 ( max ( * ( min ( / v1 4 ) 500 ) 4 ) 1 ) ) 4 ) 1 ) 0 ) ( + ( / ( + v4 9 ) 4 ) 0 ) ) ),0,3998
158,( == ( - ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) 9 ) ( - ( + ( - ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) 9 ) ( - 12 ( min ( * ( max ( + v0 v1 ) -1 ) 4 ) -1 ) ) ) 1 ) ),0,116
159,( >= ( + ( * ( - ( max ( min v0 121 ) -128 ) ( max ( min v0 249 ) 0 ) ) 8 ) 1080 ) 0 ),0,754
162,( >= ( - ( min ( * ( max v0 -30 ) 16 ) 61 ) 65 ) ( - ( + ( - ( min ( * ( max v0 -30 ) 16 ) 61 ) 65 ) ( - 70 ( min ( * ( max v0 -30 ) 16 ) 61 ) ) ) 1 ) ),0,94
171,( >= ( + v0 v1 ) ( - ( + ( + v0 v1 ) 127 ) 1 ) ),0,40
190,( == ( - ( * ( max ( min ( / v0 2 ) 999 ) 0 ) 2 ) 4 ) ( - ( + ( - ( * ( max ( min ( / v0 2 ) 999 ) 0 ) 2 ) 4 ) ( + ( * v1 2 ) 12 ) ) 1 ) ),0,150
192,( == ( * ( / ( max ( min ( + ( * v1 -32 ) ( - v2 v3 ) ) 20 ) -12 ) 2 ) 2 ) ( max ( min ( + ( * v1 -32 ) ( - v2 v3 ) ) 20 ) -12 ) ),0,873
194,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 8 ) 156 ) 32 ) ) 1 ) ),0,1247
197,( <= ( max ( + ( min ( - 61 ( / v0 4 ) ) ( - ( + 0 22 ) 1 ) ) 1 ) ( min ( max ( + ( / ( - 0 v0 ) 4 ) 1 ) 0 ) ( + 22 0 ) ) ) ( min ( max ( + ( / ( - 0 v0 ) 4 ) 1 ) 0 ) ( + 22 0 ) ) ),0,914
198,( <= ( + ( max ( - ( / ( + ( min ( * v0 32 ) 93 ) v1 ) 4 ) ( + ( / ( + v1 7 ) 4 ) ( * v0 8 ) ) ) 0 ) 12 ) 1024 ),0,861
199,( == ( + ( * ( max ( min v0 -8 ) -135 ) 2 ) 16 ) ( - ( + ( + ( * ( max ( min v0 -8 ) -135 ) 2 ) 16 ) ( - -14 ( * ( max ( min v0 -8 ) -135 ) 2 ) ) ) 1 ) ),0,104
201,( == ( - v0 9 ) ( - ( + ( - v0 9 ) 3 ) 1 ) ),0,45
207,( == 0 ( - ( + 0 ( - ( / ( max ( min v0 1009 ) 10 ) 2 ) 3 ) ) 1 ) ),0,72
220,( != ( / ( + v0 9 ) 5 ) 0 ),0,2725
230,( != ( + ( / v0 501 ) 1 ) 0 ),0,294
233,( != ( / ( + v0 46 ) 38 ) 0 ),0,406
237,( <= ( + ( max ( - ( + ( * ( / ( max ( * v0 8 ) 244 ) 4 ) -4 ) ( + ( * v0 8 ) v1 ) ) ( + ( min ( * v0 8 ) 244 ) v1 ) ) -242 ) 258 ) 1024 ),0,1083
238,( != ( / ( + ( * ( - v0 v1 ) 8 ) 1542 ) 990 ) 0 ),0,544
240,( == ( * ( / ( max ( min ( + ( * v2 -16 ) ( + ( * ( + ( max v3 -1 ) 1 ) -16 ) ( - ( max ( min ( / ( + v4 ( min ( * v5 128 ) ( - v6 128 ) ) ) 2 ) 968 ) -31 ) ( max ( min ( / ( + v4 ( min ( * v5 128 ) ( - v6 128 ) ) ) 2 ) 999 ) 0 ) ) ) ) -16 ) -32 ) 2 ) 2 ) ( max ( min ( + ( * v2 -16 ) ( + ( * ( + ( max v3 -1 ) 1 ) -16 ) ( - ( max ( min ( / ( + v4 ( min ( * v5 128 ) ( - v6 128 ) ) ) 2 ) 968 ) -31 ) ( max ( min ( / ( + v4 ( min ( * v5 128 ) ( - v6 128 ) ) ) 2 ) 999 ) 0 ) ) ) ) -16 ) -32 ) ),0,3001
248,( != ( / ( + ( * v0 16 ) 286 ) 253 ) 0 ),0,502
258,( != ( + ( / v0 64 ) 1 ) 0 ),0,282
259,( != v0 0 ),0,396
260,( < ( + ( / ( + v0 v1 ) 65 ) 1 ) ( / ( + ( + v0 1 ) v1 ) 65 ) ),0,65
274,( == ( * ( / ( min ( + ( * ( % v3 ( / ( + v4 19 ) 17 ) ) 136 ) ( + ( * ( / ( max ( min ( / v2 8 ) 249 ) 0 ) 8 ) 8 ) 119 ) ) ( * ( / ( max ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ) 8 ) 8 ) ( min ( + ( * ( % v3 ( / ( + v4 19 ) 17 ) ) 136 ) ( + ( * ( / ( max ( min ( / v2 8 ) 249 ) 0 ) 8 ) 8 ) 119 ) ) ( * ( / ( max ( min ( / ( + ( + v1 v2 ) 7 ) 8 ) 249 ) 0 ) 8 ) 8 ) ) ),0,2058
276,( && ( && ( && ( && ( && ( && 1 ( <= ( - v0 3 ) ( - v0 3 ) ) ) ( >= ( + v0 2 ) ( + v0 2 ) ) ) ( <= ( + ( + ( + v1 v2 ) 0 ) 1 ) ( - ( + v1 v2 ) 3 ) ) ) ( >= ( + ( + ( + v1 v2 ) 3 ) 1 ) ( + ( + v1 v2 ) 1 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) ),0,148
277,( == ( - ( * ( max ( min ( / v0 8 ) 249 ) 0 ) 8 ) 6 ) ( - ( + ( - ( * ( max ( min ( / v0 8 ) 249 ) 0 ) 8 ) 6 ) ( + ( * v1 8 ) 13 ) ) 1 ) ),0,165
278,( == ( - ( min v0 33 ) 33 ) ( - ( + ( - ( min v0 33 ) 33 ) ( - 36 ( min v0 33 ) ) ) 1 ) ),0,84
284,( <= ( max ( + ( min ( min ( min ( min 1999 1999 ) ( - ( min ( + v3 v4 ) 2000 ) 1 ) ) ( - ( min ( * ( max ( min ( / v1 8 ) 254 ) 5 ) 8 ) ( + ( * v2 8 ) 55 ) ) 52 ) ) ( - ( + ( - ( * v6 8 ) 52 ) ( + ( * ( min v5 10 ) 8 ) 59 ) ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v4 0 ) ) ( - ( * v6 8 ) 52 ) ) ( + ( + ( * ( min v5 10 ) 8 ) 59 ) ( - ( * v6 8 ) 52 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v4 0 ) ) ( - ( * v6 8 ) 52 ) ) ( + ( + ( * ( min v5 10 ) 8 ) 59 ) ( - ( * v6 8 ) 52 ) ) ) ),0,2803
285,( == ( * ( / ( * ( min ( + ( * ( % v3 ( / ( + ( * v4 512 ) 1485 ) 756 ) ) 756 ) ( + ( * ( / v2 500 ) 512 ) 26 ) ) ( * ( / ( - ( + v1 v2 ) 1 ) 500 ) 512 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( * ( % v3 ( / ( + ( * v4 512 ) 1485 ) 756 ) ) 756 ) ( + ( * ( / v2 500 ) 512 ) 26 ) ) ( * ( / ( - ( + v1 v2 ) 1 ) 500 ) 512 ) ) -1 ) ),0,2059
291,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( max ( + v0 5 ) v1 ) 1 ) ( - v0 1 ) ) ) ( >= ( + v0 4 ) ( + v0 4 ) ) ) ( <= ( + ( + 0 ( - ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 5 ) ) 4 ) ( - ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 1 ) ) ) ( >= ( + ( + 3 ( + ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 8 ) ) 4 ) ( + ( + ( + ( min ( * v2 36 ) 96 ) ( * v3 12 ) ) v4 ) 15 ) ) ) ( <= 0 0 ) ) ( >= 2 2 ) ),0,281
292,( >= ( max ( - -905 ( * v0 64 ) ) ( + ( * v0 64 ) 164 ) ) 0 ),0,515
295,( != ( / ( + ( * v0 8 ) 133 ) 126 ) 0 ),0,829
301,( >= ( / ( + v0 v1 ) 16 ) ( + ( + ( / ( + ( - v0 1 ) v1 ) 16 ) 1 ) 1 ) ),0,74
327,( >= ( - -63 ( max v0 -63 ) ) ( - ( + ( - -63 ( max v0 -63 ) ) ( + ( max v0 -63 ) 67 ) ) 1 ) ),0,55
333,( > ( - 0 ( * v0 24 ) ) ( - 191 ( * v0 24 ) ) ),0,28
337,( != ( + ( / v0 4 ) 1 ) 0 ),0,346
339,( == ( * ( / ( max ( min ( + ( * v1 -48 ) ( + ( * v2 -16 ) v3 ) ) 12 ) -4 ) 2 ) 2 ) ( max ( min ( + ( * v1 -48 ) ( + ( * v2 -16 ) v3 ) ) 12 ) -4 ) ),0,995
350,( == ( - -1 ( max ( min ( - v0 v1 ) 3 ) 0 ) ) ( - ( + ( - -1 ( max ( min ( - v0 v1 ) 3 ) 0 ) ) ( + ( max ( min ( - v0 v1 ) 3 ) 0 ) 5 ) ) 1 ) ),0,117
357,( == 0 ( - ( + 0 ( + ( * v0 2 ) 12 ) ) 1 ) ),0,49
361,( != ( / ( + v0 308 ) 250 ) 0 ),0,418
363,( == ( * v0 37 ) ( - ( + ( * v0 37 ) 37 ) 1 ) ),0,24
364,( != ( / ( + v0 43 ) 42 ) 0 ),0,355
374,( > ( - 1 ( + ( * v0 251 ) v1 ) ) ( - 2000 ( + ( * v0 251 ) v1 ) ) ),0,61
378,( == ( * ( / ( min ( - ( max ( min ( min ( + ( + ( + ( min ( * ( / ( + ( min ( + ( * v2 -501 ) ( - v3 ( / v1 2 ) ) ) 499 ) 7 ) 127 ) 127 ) 380 ) ( * v2 501 ) ) ( / v1 2 ) ) 119 ) v3 ) 999 ) 0 ) ( max ( min ( + ( * v2 501 ) ( + ( / v1 2 ) 119 ) ) ( min v3 1125 ) ) 126 ) ) -128 ) 8 ) 8 ) ( min ( - ( max ( min ( min ( + ( + ( + ( min ( * ( / ( + ( min ( + ( * v2 -501 ) ( - v3 ( / v1 2 ) ) ) 499 ) 7 ) 127 ) 127 ) 380 ) ( * v2 501 ) ) ( / v1 2 ) ) 119 ) v3 ) 999 ) 0 ) ( max ( min ( + ( * v2 501 ) ( + ( / v1 2 ) 119 ) ) ( min v3 1125 ) ) 126 ) ) -128 ) ),0,5367
396,( != ( / ( + ( * v0 64 ) 427 ) 276 ) 0 ),0,442
401,( != ( + v0 3 ) 0 ),0,1301
409,( < ( + v0 8 ) ( min ( max ( * ( max ( min v1 31 ) 0 ) 8 ) ( + ( + v0 1 ) 8 ) ) ( + v0 1 ) ) ),0,95
414,( != ( / ( + v0 1018 ) 1004 ) 0 ),0,339
427,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + 0 ( - ( + ( * v0 12 ) v1 ) 2 ) ) 1 ) ( - ( - ( + 0 ( + ( * v0 12 ) v1 ) ) 2 ) 1 ) ) ) ( >= ( - ( + 3 ( + ( + ( * ( / ( max ( * v0 12 ) 20 ) 4 ) -4 ) ( + ( * v0 12 ) v1 ) ) 39 ) ) 1 ) ( - ( + ( + ( - ( + 4 0 ) 1 ) ( + ( + ( * ( / ( max ( * v0 12 ) 20 ) 4 ) -4 ) ( + ( * v0 12 ) v1 ) ) 36 ) ) ( - ( - 6 2 ) 1 ) ) 1 ) ) ) ( <= ( - ( + v2 v3 ) 998 ) ( - ( - ( + v2 v3 ) 2 ) 1001 ) ) ) ( >= ( - ( + v2 v3 ) 998 ) ( - ( + ( + v2 v3 ) ( - ( - 6 2 ) 1 ) ) 1001 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ),0,283
428,( <= ( max ( + ( min ( min ( min 1999 1999 ) ( - ( min ( + v1 v2 ) 2000 ) 1 ) ) ( - ( + ( - v4 10 ) ( + ( min v3 116 ) 18 ) ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - v4 10 ) ) ( + ( + ( min v3 116 ) 18 ) ( - v4 10 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - v4 10 ) ) ( + ( + ( min v3 116 ) 18 ) ( - v4 10 ) ) ) ),0,1673
433,( == ( - ( * v0 2 ) 14 ) ( - ( + ( - ( * v0 2 ) 14 ) ( + ( * ( - ( - ( min ( + ( + ( min ( * v1 33 ) 32 ) v2 ) 21 ) v3 ) ( * v1 33 ) ) v2 ) 2 ) 24 ) ) 1 ) ),0,222
437,( >= ( - ( max ( * ( % v0 8 ) 32 ) 220 ) 253 ) ( - ( + ( - ( max ( * ( % v0 8 ) 32 ) 220 ) 253 ) ( - 258 ( max ( * ( % v0 8 ) 32 ) 220 ) ) ) 1 ) ),0,101
440,( <= ( + ( / ( + v0 v1 ) 65 ) 1 ) ( - ( / ( + ( - v0 1 ) v1 ) 65 ) 1 ) ),0,67
441,( == ( * ( / ( * ( min ( + ( + ( * ( max ( / ( + ( min ( + ( * v3 -4 ) ( - ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ( min ( / v2 8 ) 4 ) ) ) -1 ) 5 ) 2 ) 0 ) 16 ) ( * v3 32 ) ) ( * ( min ( / v2 8 ) 4 ) 8 ) ) ( + ( * ( min ( + ( + ( * ( max ( / ( + ( min ( + ( * v3 -4 ) ( - ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ( min ( / v2 8 ) 4 ) ) ) -1 ) 5 ) 2 ) 0 ) 2 ) ( * v3 4 ) ) ( min ( / v2 8 ) 4 ) ) ( + ( min ( + ( * v3 4 ) ( - ( min ( / v2 8 ) 4 ) 1 ) ) ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ) 5 ) ) 8 ) 12 ) ) -1 ) 4 ) 4 ) ( * ( min ( + ( + ( * ( max ( / ( + ( min ( + ( * v3 -4 ) ( - ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ( min ( / v2 8 ) 4 ) ) ) -1 ) 5 ) 2 ) 0 ) 16 ) ( * v3 32 ) ) ( * ( min ( / v2 8 ) 4 ) 8 ) ) ( + ( * ( min ( + ( + ( * ( max ( / ( + ( min ( + ( * v3 -4 ) ( - ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ( min ( / v2 8 ) 4 ) ) ) -1 ) 5 ) 2 ) 0 ) 2 ) ( * v3 4 ) ) ( min ( / v2 8 ) 4 ) ) ( + ( min ( + ( * v3 4 ) ( - ( min ( / v2 8 ) 4 ) 1 ) ) ( max ( / ( + ( + v4 v2 ) 23 ) 8 ) 249 ) ) 5 ) ) 8 ) 12 ) ) -1 ) ),0,4020
442,( == ( + ( * ( max v0 1 ) -8 ) 5 ) ( - ( + ( + ( * ( max v0 1 ) -8 ) 5 ) ( + ( * ( max v0 1 ) 8 ) 1 ) ) 1 ) ),0,93
448,( != ( / ( + ( - ( max v0 -1 ) v1 ) 132 ) 128 ) 0 ),0,512
450,( >= ( * v0 2 ) ( - ( + ( * v0 2 ) ( - ( * 4 2 ) 6 ) ) 1 ) ),0,49
454,( >= ( max ( - -767 ( * v0 8 ) ) ( + ( * v0 8 ) 60 ) ) 0 ),0,535
462,( != ( / ( + ( - v0 v1 ) 273 ) 252 ) 0 ),0,463
464,( >= ( max ( - -415 ( * ( - v0 v1 ) 8 ) ) ( + ( * ( - v0 v1 ) 8 ) 106 ) ) 0 ),0,725
467,( == ( - ( * ( max v0 220 ) 8 ) 1787 ) ( - ( + ( - ( * ( max v0 220 ) 8 ) 1787 ) ( - 1792 ( * ( max v0 220 ) 8 ) ) ) 1 ) ),0,96
475,( < ( + ( + ( * v0 260 ) v1 ) 264 ) ( - ( + ( * ( + v0 1 ) 260 ) v1 ) 4 ) ),0,58
476,( >= ( - ( max ( - ( * v0 8 ) v1 ) ( + ( - v1 ( * v0 8 ) ) 588 ) ) 546 ) 0 ),0,663
481,( != ( / ( + ( - ( max v0 1 ) v1 ) 35 ) 36 ) 0 ),0,613
488,( != ( / ( + v0 23 ) 16 ) 0 ),0,364
496,( != ( / ( + v0 11 ) 3 ) 0 ),0,351
498,( != ( / ( + ( * v0 32 ) 72 ) 7 ) 0 ),0,437
508,( != ( / ( + ( * ( - v0 v1 ) 4 ) 762 ) 707 ) 0 ),0,534
532,( <= v0 ( - v0 1 ) ),0,35
554,( != ( + ( / v0 65 ) 1 ) 0 ),0,300
555,( == ( / ( + v0 10 ) 1008 ) ( - ( + ( / ( + v0 10 ) 1008 ) ( / ( + ( % ( + v0 10 ) 1008 ) 1007 ) 1008 ) ) 1 ) ),0,491
564,( == ( * ( / ( * ( - ( min ( + ( * v3 14 ) ( + ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) 10 ) ) ( max ( min ( / ( + ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 49 ) 2 ) 999 ) 0 ) ) ( min ( + ( * v3 14 ) ( min ( - ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) 2 ) ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) ) ) ( + ( max ( min ( / ( + ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 49 ) 2 ) 999 ) 0 ) 4 ) ) ) 2 ) 4 ) 4 ) ( * ( - ( min ( + ( * v3 14 ) ( + ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) 10 ) ) ( max ( min ( / ( + ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 49 ) 2 ) 999 ) 0 ) ) ( min ( + ( * v3 14 ) ( min ( - ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) 2 ) ( max ( min ( / ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 2 ) 999 ) 0 ) ) ) ( + ( max ( min ( / ( + ( + v2 ( min ( * v4 48 ) ( - v5 48 ) ) ) 49 ) 2 ) 999 ) 0 ) 4 ) ) ) 2 ) ),0,2809
566,( == ( - ( * ( max ( min v0 2 ) -16 ) 8 ) 21 ) ( - ( + ( - ( * ( max ( min v0 2 ) -16 ) 8 ) 21 ) ( - 26 ( * ( max ( min v0 2 ) -16 ) 8 ) ) ) 1 ) ),0,110
568,( >= ( max ( - -769 ( * v0 8 ) ) ( + ( * v0 8 ) 60 ) ) 0 ),0,499
569,( == ( - 288 ( * ( + ( max ( min ( * ( / v0 32 ) 4 ) 285 ) 36 ) v1 ) 8 ) ) ( - 2287 ( * ( + ( max ( min ( * ( / v0 32 ) 4 ) 285 ) 36 ) v1 ) 8 ) ) ),0,83
574,( == 0 ( - ( + 0 ( - 63 ( max ( * ( + ( * v0 2 ) v1 ) 16 ) 47 ) ) ) 1 ) ),0,76
579,( != ( / ( + ( * v0 2 ) 64 ) 63 ) 0 ),0,445
